实体原文,实体类型,出现次数,建议译法（人工填写）,校验结果（通过/修改）,上下文
Berkeley,ORG,1,,,"For example, if there were shortcuts predefined between all the 100 biggest cities in the U. S. , and we were trying to navigate from the Berkeley campus in California to NYU in New York, we could take the shortcut between Sacramento and Manhattan and cover 90% of the path in one action."
California,GPE,1,,,"For example, if there were shortcuts predefined between all the 100 biggest cities in the U. S. , and we were trying to navigate from the Berkeley campus in California to NYU in New York, we could take the shortcut between Sacramento and Manhattan and cover 90% of the path in one action."
NYU,ORG,1,,,"For example, if there were shortcuts predefined between all the 100 biggest cities in the U. S. , and we were trying to navigate from the Berkeley campus in California to NYU in New York, we could take the shortcut between Sacramento and Manhattan and cover 90% of the path in one action."
New York,GPE,2,,,"For example, if there were shortcuts predefined between all the 100 biggest cities in the U. S. , and we were trying to navigate from the Berkeley campus in California to NYU in New York, we could take the shortcut between Sacramento and Manhattan and cover 90% of the path in one action."
Sacramento,GPE,1,,,"For example, if there were shortcuts predefined between all the 100 biggest cities in the U. S. , and we were trying to navigate from the Berkeley campus in California to NYU in New York, we could take the shortcut between Sacramento and Manhattan and cover 90% of the path in one action."
L,GPE,1,,,"If the goal happens to be on the optimal path from n to the landmark, then this is saying “consider the entire path from n to L, then subtract off the last part of that path, from goal to L, giving us the exact cost of the path from n to goal ” To the extent that the goal is a bit off of the optimal path to the landmark, the heuristic will be inexact, but still admissible."
x1(n,PERSON,3,,,Let’s call this feature x1(n).
Slocum,GPE,1,,,"The 8-puzzle is a smaller cousin of the 15-puzzle, whose history is recounted at length by Slocum and Sonneveld (2006)."
Johnson,PERSON,1,,,"In 1880, the 15-puzzle attracted broad attention from the public and mathematicians (Johnson and Story, 1879; Tait, 1880)."
Story,PERSON,1,,,"In 1880, the 15-puzzle attracted broad attention from the public and mathematicians (Johnson and Story, 1879; Tait, 1880)."
Tait,PERSON,1,,,"In 1880, the 15-puzzle attracted broad attention from the public and mathematicians (Johnson and Story, 1879; Tait, 1880)."
the American Journal of Mathematics,ORG,1,,,"The editors of the American Journal of Mathematics stated, “The ‘15’ puzzle for the last few weeks has been prominently before the American public, and may safely be said to have engaged the attention of nine out of ten persons of both sexes and all ages and conditions of the community, ” while the Weekly News-Democrat of Emporia, Kansas wrote on March 12, 1880 that “It has become literally an epidemic all over the country."
The ‘15,WORK_OF_ART,1,,,"The editors of the American Journal of Mathematics stated, “The ‘15’ puzzle for the last few weeks has been prominently before the American public, and may safely be said to have engaged the attention of nine out of ten persons of both sexes and all ages and conditions of the community, ” while the Weekly News-Democrat of Emporia, Kansas wrote on March 12, 1880 that “It has become literally an epidemic all over the country."
Weekly News-Democrat,ORG,1,,,"The editors of the American Journal of Mathematics stated, “The ‘15’ puzzle for the last few weeks has been prominently before the American public, and may safely be said to have engaged the attention of nine out of ten persons of both sexes and all ages and conditions of the community, ” while the Weekly News-Democrat of Emporia, Kansas wrote on March 12, 1880 that “It has become literally an epidemic all over the country."
Emporia,GPE,1,,,"The editors of the American Journal of Mathematics stated, “The ‘15’ puzzle for the last few weeks has been prominently before the American public, and may safely be said to have engaged the attention of nine out of ten persons of both sexes and all ages and conditions of the community, ” while the Weekly News-Democrat of Emporia, Kansas wrote on March 12, 1880 that “It has become literally an epidemic all over the country."
Kansas,GPE,1,,,"The editors of the American Journal of Mathematics stated, “The ‘15’ puzzle for the last few weeks has been prominently before the American public, and may safely be said to have engaged the attention of nine out of ten persons of both sexes and all ages and conditions of the community, ” while the Weekly News-Democrat of Emporia, Kansas wrote on March 12, 1880 that “It has become literally an epidemic all over the country."
Sam Loyd,PERSON,1,,,"” The famous American game designer Sam Loyd falsely claimed to have invented the 15 puzzle (Loyd, 1959); actually it was invented by Noyes Chapman, a postmaster in Canastota, New York, in the mid-1870s (although a generic patent covering sliding blocks was granted to Ernest Kinsey in 1878)."
Loyd,PERSON,1,,,"” The famous American game designer Sam Loyd falsely claimed to have invented the 15 puzzle (Loyd, 1959); actually it was invented by Noyes Chapman, a postmaster in Canastota, New York, in the mid-1870s (although a generic patent covering sliding blocks was granted to Ernest Kinsey in 1878)."
Noyes Chapman,PERSON,1,,,"” The famous American game designer Sam Loyd falsely claimed to have invented the 15 puzzle (Loyd, 1959); actually it was invented by Noyes Chapman, a postmaster in Canastota, New York, in the mid-1870s (although a generic patent covering sliding blocks was granted to Ernest Kinsey in 1878)."
Canastota,GPE,1,,,"” The famous American game designer Sam Loyd falsely claimed to have invented the 15 puzzle (Loyd, 1959); actually it was invented by Noyes Chapman, a postmaster in Canastota, New York, in the mid-1870s (although a generic patent covering sliding blocks was granted to Ernest Kinsey in 1878)."
Ernest Kinsey,PERSON,1,,,"” The famous American game designer Sam Loyd falsely claimed to have invented the 15 puzzle (Loyd, 1959); actually it was invented by Noyes Chapman, a postmaster in Canastota, New York, in the mid-1870s (although a generic patent covering sliding blocks was granted to Ernest Kinsey in 1878)."
Ratner,ORG,1,,,Ratner and Warmuth (1986) showed that the general n × n version of the 15-puzzle belongs to the class of NP-complete problems.
Warmuth,PERSON,1,,,Ratner and Warmuth (1986) showed that the general n × n version of the 15-puzzle belongs to the class of NP-complete problems.
Rubik’s Cube,PERSON,1,,,"Rubik’s Cube was of course invented in 1974 by Ernő Rubik, who also discovered an algorithm for finding good, but not optimal solutions."
Ernő Rubik,PERSON,1,,,"Rubik’s Cube was of course invented in 1974 by Ernő Rubik, who also discovered an algorithm for finding good, but not optimal solutions."
Rokicki et al,PERSON,1,,,Rokicki et al.
Agostinelli,PERSON,1,,,Agostinelli et al.
Monte Carlo,PERSON,1,,,"(2019) used reinforcement learning, deep learning networks, and Monte Carlo tree search to learn a much more efficient solver for Rubik’s cube."
Rubik,ORG,1,,,"(2019) used reinforcement learning, deep learning networks, and Monte Carlo tree search to learn a much more efficient solver for Rubik’s cube."
Carl de Marcken,PERSON,1,,,"Methods for selecting optimal airline flights remain proprietary for the most part, but Carl de Marcken has shown by a reduction to Diophantine decision problems that airline ticket pricing and restrictions have become so convoluted that the problem of selecting an optimal flight is formally undecidable (Robinson, 2002)."
Robinson,PERSON,1,,,"Methods for selecting optimal airline flights remain proprietary for the most part, but Carl de Marcken has shown by a reduction to Diophantine decision problems that airline ticket pricing and restrictions have become so convoluted that the problem of selecting an optimal flight is formally undecidable (Robinson, 2002)."
Lawler,PERSON,1,,,The traveling salesperson problem (TSP) is a standard combinatorial problem in theoretical computer science (Lawler et al.
TSP,ORG,2,,,"Karp (1972) proved the TSP decision problem to be NP-hard, but effective heuristic approximation methods were developed (Lin and Kernighan, 1973)."
Lin,PERSON,2,,,"Karp (1972) proved the TSP decision problem to be NP-hard, but effective heuristic approximation methods were developed (Lin and Kernighan, 1973)."
Kernighan,GPE,1,,,"Karp (1972) proved the TSP decision problem to be NP-hard, but effective heuristic approximation methods were developed (Lin and Kernighan, 1973)."
Arora,PERSON,2,,,Arora (1998) devised a fully polynomial approximation scheme for Euclidean TSPs.
LaPaugh,ORG,1,,,"VLSI layout methods are surveyed by LaPaugh (2010), and many layout optimization papers appear in VLSI journals."
FREDDY,ORG,1,,,"Automatic assembly sequencing was first demonstrated by FREDDY (Michie, 1972); a comprehensive review is given by (Bahubalendruni and Biswal, 2016)."
Michie,PERSON,4,,,"Automatic assembly sequencing was first demonstrated by FREDDY (Michie, 1972); a comprehensive review is given by (Bahubalendruni and Biswal, 2016)."
Bahubalendruni,PERSON,1,,,"Automatic assembly sequencing was first demonstrated by FREDDY (Michie, 1972); a comprehensive review is given by (Bahubalendruni and Biswal, 2016)."
Biswal,ORG,1,,,"Automatic assembly sequencing was first demonstrated by FREDDY (Michie, 1972); a comprehensive review is given by (Bahubalendruni and Biswal, 2016)."
Dreyfus,ORG,1,,,", 2009) and operations research (Dreyfus, 1969)."
Moore,PERSON,1,,,Breadth-first search was formulated for solving mazes by Moore (1959).
Bellman and Dreyfus,ORG,1,,,"The method of dynamic programming (Bellman, 1957; Bellman and Dreyfus, 1962), which systematically records solutions for all subproblems of increasing lengths, can be seen as a form of breadth-first search."
Dijkstra’s,PERSON,1,,,"Dijkstra’s algorithm in the form it is usually presented in (Dijkstra, 1959) is applicable to explicit finite graphs."
Barr,PERSON,1,,,"” The name BEST-FIRST-SEARCH was introduced in the Handbook of AI (Barr and Feigenbaum, 1981)."
The Floyd–Warshall,ORG,1,,,"The Floyd–Warshall (Floyd, 1962) and Bellman-Ford (Bellman, 1958; Ford, 1956) algorithms allow negative step costs (as long as there are no negative cycles)."
Bellman-Ford,ORG,1,,,"The Floyd–Warshall (Floyd, 1962) and Bellman-Ford (Bellman, 1958; Ford, 1956) algorithms allow negative step costs (as long as there are no negative cycles)."
Slate,ORG,1,,,A version of iterative deepening designed to make efficient use of the chess clock was first used by Slate and Atkin (1977) in the CHESS 4.
Atkin,GPE,1,,,A version of iterative deepening designed to make efficient use of the chess clock was first used by Slate and Atkin (1977) in the CHESS 4.
Martelli’s,PERSON,1,,,Martelli’s algorithm B (1977) also includes an iterative deepening aspect.
Bertram Raphael,PERSON,1,,,The iterative deepening technique was introduced by Bertram Raphael (1976) and came to the fore in work by Korf (1985a).
Korf,ORG,3,,,The iterative deepening technique was introduced by Bertram Raphael (1976) and came to the fore in work by Korf (1985a).
